"TXNAME"	"GENEID"
"ENSRNOT00000104912"	"ENSRNOG00000062663"
"ENSRNOT00000099060"	"ENSRNOG00000066765"
"ENSRNOT00000079558"	"ENSRNOG00000054409"
"ENSRNOT00000015019"	"ENSRNOG00000011282"
"ENSRNOT00000088689"	"ENSRNOG00000059492"
"ENSRNOT00000015370"	"ENSRNOG00000064083"
"ENSRNOT00000071177"	"ENSRNOG00000067452"
"ENSRNOT00000097477"	"ENSRNOG00000062431"
"ENSRNOT00000100941"	"ENSRNOG00000063416"
"ENSRNOT00000116967"	"ENSRNOG00000068732"
"ENSRNOT00000041434"	"ENSRNOG00000028807"
"ENSRNOT00000099615"	"ENSRNOG00000028807"
"ENSRNOT00000100429"	"ENSRNOG00000064479"
"ENSRNOT00000114331"	"ENSRNOG00000064479"
"ENSRNOT00000101962"	"ENSRNOG00000068081"
"ENSRNOT00000085560"	"ENSRNOG00000045741"
"ENSRNOT00000082730"	"ENSRNOG00000051578"
"ENSRNOT00000081213"	"ENSRNOG00000056036"
"ENSRNOT00000077642"	"ENSRNOG00000051578"
"ENSRNOT00000015343"	"ENSRNOG00000042347"
"ENSRNOT00000050119"	"ENSRNOG00000042826"
"ENSRNOT00000118803"	"ENSRNOG00000042826"
"ENSRNOT00000100299"	"ENSRNOG00000063577"
"ENSRNOT00000089298"	"ENSRNOG00000058436"
"ENSRNOT00000029111"	"ENSRNOG00000043341"
"ENSRNOT00000094650"	"ENSRNOG00000043341"
"ENSRNOT00000068694"	"ENSRNOG00000042547"
"ENSRNOT00000086029"	"ENSRNOG00000058030"
"ENSRNOT00000109084"	"ENSRNOG00000058030"
"ENSRNOT00000112121"	"ENSRNOG00000066224"
"ENSRNOT00000072607"	"ENSRNOG00000047884"
"ENSRNOT00000099816"	"ENSRNOG00000068098"
"ENSRNOT00000095916"	"ENSRNOG00000065747"
"ENSRNOT00000081724"	"ENSRNOG00000057050"
"ENSRNOT00000086867"	"ENSRNOG00000057050"
"ENSRNOT00000094064"	"ENSRNOG00000066415"
"ENSRNOT00000113663"	"ENSRNOG00000026569"
"ENSRNOT00000034746"	"ENSRNOG00000026569"
"ENSRNOT00000120039"	"ENSRNOG00000063516"
"ENSRNOT00000115599"	"ENSRNOG00000069466"
"ENSRNOT00000113992"	"ENSRNOG00000058286"
"ENSRNOT00000087336"	"ENSRNOG00000058286"
"ENSRNOT00000087308"	"ENSRNOG00000058286"
"ENSRNOT00000119516"	"ENSRNOG00000064372"
"ENSRNOT00000080747"	"ENSRNOG00000054736"
"ENSRNOT00000041089"	"ENSRNOG00000067912"
"ENSRNOT00000029893"	"ENSRNOG00000067912"
"ENSRNOT00000042713"	"ENSRNOG00000064925"
"ENSRNOT00000040595"	"ENSRNOG00000069718"
"ENSRNOT00000046796"	"ENSRNOG00000070809"
"ENSRNOT00000042466"	"ENSRNOG00000070809"
"ENSRNOT00000107841"	"ENSRNOG00000071097"
"ENSRNOT00000071544"	"ENSRNOG00000066191"
"ENSRNOT00000044015"	"ENSRNOG00000066191"
"ENSRNOT00000075013"	"ENSRNOG00000066191"
"ENSRNOT00000114952"	"ENSRNOG00000047696"
"ENSRNOT00000105506"	"ENSRNOG00000067909"
"ENSRNOT00000075203"	"ENSRNOG00000047616"
"ENSRNOT00000102992"	"ENSRNOG00000047616"
"ENSRNOT00000076373"	"ENSRNOG00000046431"
"ENSRNOT00000097820"	"ENSRNOG00000064983"
"ENSRNOT00000024678"	"ENSRNOG00000067600"
"ENSRNOT00000104897"	"ENSRNOG00000064335"
"ENSRNOT00000099952"	"ENSRNOG00000070461"
"ENSRNOT00000097775"	"ENSRNOG00000070461"
"ENSRNOT00000112680"	"ENSRNOG00000070461"
"ENSRNOT00000115890"	"ENSRNOG00000062727"
"ENSRNOT00000094102"	"ENSRNOG00000070874"
"ENSRNOT00000118295"	"ENSRNOG00000070874"
"ENSRNOT00000100425"	"ENSRNOG00000065537"
"ENSRNOT00000088203"	"ENSRNOG00000065537"
"ENSRNOT00000104359"	"ENSRNOG00000064964"
"ENSRNOT00000106314"	"ENSRNOG00000064964"
"ENSRNOT00000096119"	"ENSRNOG00000064964"
"ENSRNOT00000112204"	"ENSRNOG00000064964"
"ENSRNOT00000120298"	"ENSRNOG00000064964"
"ENSRNOT00000070823"	"ENSRNOG00000066645"
"ENSRNOT00000096430"	"ENSRNOG00000064905"
"ENSRNOT00000113688"	"ENSRNOG00000068946"
"ENSRNOT00000116058"	"ENSRNOG00000068946"
"ENSRNOT00000109552"	"ENSRNOG00000068946"
"ENSRNOT00000116945"	"ENSRNOG00000068946"
"ENSRNOT00000107064"	"ENSRNOG00000069029"
"ENSRNOT00000094311"	"ENSRNOG00000064808"
"ENSRNOT00000084439"	"ENSRNOG00000054954"
"ENSRNOT00000108341"	"ENSRNOG00000054954"
"ENSRNOT00000109051"	"ENSRNOG00000064524"
"ENSRNOT00000112839"	"ENSRNOG00000064524"
"ENSRNOT00000098317"	"ENSRNOG00000064524"
"ENSRNOT00000103819"	"ENSRNOG00000064524"
"ENSRNOT00000110693"	"ENSRNOG00000064524"
"ENSRNOT00000109667"	"ENSRNOG00000064524"
"ENSRNOT00000119063"	"ENSRNOG00000062907"
"ENSRNOT00000103140"	"ENSRNOG00000062907"
"ENSRNOT00000113379"	"ENSRNOG00000062907"
"ENSRNOT00000099828"	"ENSRNOG00000062907"
"ENSRNOT00000108691"	"ENSRNOG00000062907"
"ENSRNOT00000099364"	"ENSRNOG00000062907"
"ENSRNOT00000103523"	"ENSRNOG00000070172"
"ENSRNOT00000102628"	"ENSRNOG00000066794"
"ENSRNOT00000080820"	"ENSRNOG00000062358"
"ENSRNOT00000078512"	"ENSRNOG00000062358"
"ENSRNOT00000119928"	"ENSRNOG00000062358"
"ENSRNOT00000080799"	"ENSRNOG00000066254"
"ENSRNOT00000113262"	"ENSRNOG00000066254"
"ENSRNOT00000077327"	"ENSRNOG00000058422"
"ENSRNOT00000087957"	"ENSRNOG00000058422"
"ENSRNOT00000087669"	"ENSRNOG00000058422"
"ENSRNOT00000090873"	"ENSRNOG00000052600"
"ENSRNOT00000085010"	"ENSRNOG00000059741"
"ENSRNOT00000091742"	"ENSRNOG00000061893"
"ENSRNOT00000104939"	"ENSRNOG00000056098"
"ENSRNOT00000089713"	"ENSRNOG00000056098"
"ENSRNOT00000090790"	"ENSRNOG00000055716"
"ENSRNOT00000117841"	"ENSRNOG00000055716"
"ENSRNOT00000106643"	"ENSRNOG00000055716"
"ENSRNOT00000079840"	"ENSRNOG00000055796"
"ENSRNOT00000082095"	"ENSRNOG00000055581"
"ENSRNOT00000120054"	"ENSRNOG00000055581"
"ENSRNOT00000100007"	"ENSRNOG00000070245"
"ENSRNOT00000114734"	"ENSRNOG00000063395"
"ENSRNOT00000087016"	"ENSRNOG00000066178"
"ENSRNOT00000091497"	"ENSRNOG00000066405"
"ENSRNOT00000084162"	"ENSRNOG00000063370"
"ENSRNOT00000086331"	"ENSRNOG00000060745"
"ENSRNOT00000091279"	"ENSRNOG00000054438"
"ENSRNOT00000046049"	"ENSRNOG00000009146"
"ENSRNOT00000119254"	"ENSRNOG00000009146"
"ENSRNOT00000038169"	"ENSRNOG00000002641"
"ENSRNOT00000021046"	"ENSRNOG00000002641"
"ENSRNOT00000084806"	"ENSRNOG00000015271"
"ENSRNOT00000020751"	"ENSRNOG00000015271"
"ENSRNOT00000119109"	"ENSRNOG00000066094"
"ENSRNOT00000094686"	"ENSRNOG00000066094"
"ENSRNOT00000116815"	"ENSRNOG00000069401"
"ENSRNOT00000101896"	"ENSRNOG00000047061"
"ENSRNOT00000072231"	"ENSRNOG00000047061"
"ENSRNOT00000042086"	"ENSRNOG00000022742"
"ENSRNOT00000116999"	"ENSRNOG00000022742"
"ENSRNOT00000083609"	"ENSRNOG00000059513"
"ENSRNOT00000080414"	"ENSRNOG00000057261"
"ENSRNOT00000050180"	"ENSRNOG00000014791"
"ENSRNOT00000106460"	"ENSRNOG00000014791"
"ENSRNOT00000106399"	"ENSRNOG00000014791"
"ENSRNOT00000020416"	"ENSRNOG00000015071"
"ENSRNOT00000117653"	"ENSRNOG00000015254"
"ENSRNOT00000020448"	"ENSRNOG00000015254"
"ENSRNOT00000050607"	"ENSRNOG00000064454"
"ENSRNOT00000072404"	"ENSRNOG00000064454"
"ENSRNOT00000100975"	"ENSRNOG00000063495"
"ENSRNOT00000106779"	"ENSRNOG00000063495"
"ENSRNOT00000093807"	"ENSRNOG00000063495"
"ENSRNOT00000039438"	"ENSRNOG00000034184"
"ENSRNOT00000101541"	"ENSRNOG00000064276"
"ENSRNOT00000059069"	"ENSRNOG00000015456"
"ENSRNOT00000059037"	"ENSRNOG00000038674"
"ENSRNOT00000045660"	"ENSRNOG00000029702"
"ENSRNOT00000094214"	"ENSRNOG00000029702"
"ENSRNOT00000106929"	"ENSRNOG00000069076"
"ENSRNOT00000050817"	"ENSRNOG00000060136"
"ENSRNOT00000119453"	"ENSRNOG00000060136"
"ENSRNOT00000091103"	"ENSRNOG00000032891"
"ENSRNOT00000104745"	"ENSRNOG00000069660"
"ENSRNOT00000107674"	"ENSRNOG00000067757"
"ENSRNOT00000105008"	"ENSRNOG00000066116"
"ENSRNOT00000095563"	"ENSRNOG00000070113"
"ENSRNOT00000075300"	"ENSRNOG00000047748"
"ENSRNOT00000058999"	"ENSRNOG00000038647"
"ENSRNOT00000085804"	"ENSRNOG00000058224"
"ENSRNOT00000119120"	"ENSRNOG00000066235"
"ENSRNOT00000119376"	"ENSRNOG00000065923"
"ENSRNOT00000106833"	"ENSRNOG00000065923"
"ENSRNOT00000050233"	"ENSRNOG00000032913"
"ENSRNOT00000021077"	"ENSRNOG00000015743"
"ENSRNOT00000111334"	"ENSRNOG00000068454"
"ENSRNOT00000021917"	"ENSRNOG00000016279"
"ENSRNOT00000103335"	"ENSRNOG00000016574"
"ENSRNOT00000022236"	"ENSRNOG00000016574"
"ENSRNOT00000104758"	"ENSRNOG00000063757"
"ENSRNOT00000022349"	"ENSRNOG00000016608"
"ENSRNOT00000066307"	"ENSRNOG00000042927"
"ENSRNOT00000058956"	"ENSRNOG00000038625"
"ENSRNOT00000096684"	"ENSRNOG00000069979"
"ENSRNOT00000022620"	"ENSRNOG00000016829"
"ENSRNOT00000071971"	"ENSRNOG00000016829"
"ENSRNOT00000022698"	"ENSRNOG00000016877"
"ENSRNOT00000114646"	"ENSRNOG00000016877"
"ENSRNOT00000022977"	"ENSRNOG00000016930"
"ENSRNOT00000109264"	"ENSRNOG00000070914"
"ENSRNOT00000090636"	"ENSRNOG00000017386"
"ENSRNOT00000023489"	"ENSRNOG00000017386"
"ENSRNOT00000115923"	"ENSRNOG00000033173"
"ENSRNOT00000065051"	"ENSRNOG00000033173"
"ENSRNOT00000048976"	"ENSRNOG00000033173"
"ENSRNOT00000032439"	"ENSRNOG00000028273"
"ENSRNOT00000108844"	"ENSRNOG00000028273"
"ENSRNOT00000024251"	"ENSRNOG00000017795"
"ENSRNOT00000082423"	"ENSRNOG00000018090"
"ENSRNOT00000107144"	"ENSRNOG00000064667"
"ENSRNOT00000092117"	"ENSRNOG00000058906"
"ENSRNOT00000110756"	"ENSRNOG00000058906"
"ENSRNOT00000105693"	"ENSRNOG00000058906"
"ENSRNOT00000024547"	"ENSRNOG00000018217"
"ENSRNOT00000058900"	"ENSRNOG00000038600"
"ENSRNOT00000024640"	"ENSRNOG00000018250"
"ENSRNOT00000110513"	"ENSRNOG00000018250"
"ENSRNOT00000034957"	"ENSRNOG00000028041"
"ENSRNOT00000058843"	"ENSRNOG00000028041"
"ENSRNOT00000101852"	"ENSRNOG00000028041"
"ENSRNOT00000086122"	"ENSRNOG00000053828"
"ENSRNOT00000031462"	"ENSRNOG00000027919"
"ENSRNOT00000114704"	"ENSRNOG00000062480"
"ENSRNOT00000101904"	"ENSRNOG00000062480"
"ENSRNOT00000071927"	"ENSRNOG00000047204"
"ENSRNOT00000096274"	"ENSRNOG00000069605"
"ENSRNOT00000118959"	"ENSRNOG00000069605"
"ENSRNOT00000116488"	"ENSRNOG00000069605"
"ENSRNOT00000036413"	"ENSRNOG00000027733"
"ENSRNOT00000100045"	"ENSRNOG00000027733"
"ENSRNOT00000118704"	"ENSRNOG00000027733"
"ENSRNOT00000096647"	"ENSRNOG00000067320"
"ENSRNOT00000012225"	"ENSRNOG00000046339"
"ENSRNOT00000047147"	"ENSRNOG00000068273"
"ENSRNOT00000003660"	"ENSRNOG00000038497"
"ENSRNOT00000003545"	"ENSRNOG00000002628"
"ENSRNOT00000114618"	"ENSRNOG00000070086"
"ENSRNOT00000082908"	"ENSRNOG00000059074"
"ENSRNOT00000116650"	"ENSRNOG00000065524"
"ENSRNOT00000096144"	"ENSRNOG00000065121"
"ENSRNOT00000095268"	"ENSRNOG00000065723"
"ENSRNOT00000113523"	"ENSRNOG00000065723"
"ENSRNOT00000049350"	"ENSRNOG00000065723"
"ENSRNOT00000073583"	"ENSRNOG00000047429"
"ENSRNOT00000048152"	"ENSRNOG00000063141"
"ENSRNOT00000119156"	"ENSRNOG00000063141"
"ENSRNOT00000051024"	"ENSRNOG00000065958"
"ENSRNOT00000046788"	"ENSRNOG00000065958"
"ENSRNOT00000043603"	"ENSRNOG00000032062"
"ENSRNOT00000098534"	"ENSRNOG00000063151"
"ENSRNOT00000104353"	"ENSRNOG00000063151"
"ENSRNOT00000114505"	"ENSRNOG00000063151"
"ENSRNOT00000094870"	"ENSRNOG00000063151"
"ENSRNOT00000097413"	"ENSRNOG00000063151"
"ENSRNOT00000097129"	"ENSRNOG00000063054"
"ENSRNOT00000104817"	"ENSRNOG00000063249"
"ENSRNOT00000114129"	"ENSRNOG00000063249"
"ENSRNOT00000096035"	"ENSRNOG00000070758"
"ENSRNOT00000073461"	"ENSRNOG00000047703"
"ENSRNOT00000079249"	"ENSRNOG00000019127"
"ENSRNOT00000025981"	"ENSRNOG00000019127"
"ENSRNOT00000026074"	"ENSRNOG00000019280"
"ENSRNOT00000096365"	"ENSRNOG00000019280"
"ENSRNOT00000091889"	"ENSRNOG00000067440"
"ENSRNOT00000111418"	"ENSRNOG00000068712"
"ENSRNOT00000026298"	"ENSRNOG00000031328"
"ENSRNOT00000101348"	"ENSRNOG00000031459"
"ENSRNOT00000006118"	"ENSRNOG00000031459"
"ENSRNOT00000114523"	"ENSRNOG00000031459"
"ENSRNOT00000026305"	"ENSRNOG00000031113"
"ENSRNOT00000088367"	"ENSRNOG00000019453"
"ENSRNOT00000026528"	"ENSRNOG00000019453"
"ENSRNOT00000058574"	"ENSRNOG00000038445"
"ENSRNOT00000079821"	"ENSRNOG00000051968"
"ENSRNOT00000074479"	"ENSRNOG00000063212"
"ENSRNOT00000114767"	"ENSRNOG00000070030"
"ENSRNOT00000102855"	"ENSRNOG00000027436"
"ENSRNOT00000036874"	"ENSRNOG00000027436"
"ENSRNOT00000094704"	"ENSRNOG00000060429"
"ENSRNOT00000026540"	"ENSRNOG00000060429"
"ENSRNOT00000118547"	"ENSRNOG00000060429"
"ENSRNOT00000107167"	"ENSRNOG00000060429"
"ENSRNOT00000100681"	"ENSRNOG00000060429"
"ENSRNOT00000029996"	"ENSRNOG00000027487"
"ENSRNOT00000100960"	"ENSRNOG00000027487"
"ENSRNOT00000096458"	"ENSRNOG00000065335"
"ENSRNOT00000072551"	"ENSRNOG00000049810"
"ENSRNOT00000103432"	"ENSRNOG00000064171"
"ENSRNOT00000084168"	"ENSRNOG00000060288"
"ENSRNOT00000117425"	"ENSRNOG00000064555"
"ENSRNOT00000104149"	"ENSRNOG00000070690"
"ENSRNOT00000047760"	"ENSRNOG00000030886"
"ENSRNOT00000048444"	"ENSRNOG00000065806"
"ENSRNOT00000111233"	"ENSRNOG00000065806"
"ENSRNOT00000093775"	"ENSRNOG00000062481"
"ENSRNOT00000106237"	"ENSRNOG00000062481"
"ENSRNOT00000095836"	"ENSRNOG00000062481"
"ENSRNOT00000050604"	"ENSRNOG00000065183"
"ENSRNOT00000018981"	"ENSRNOG00000014181"
"ENSRNOT00000117929"	"ENSRNOG00000014181"
"ENSRNOT00000044964"	"ENSRNOG00000032819"
"ENSRNOT00000109652"	"ENSRNOG00000014193"
"ENSRNOT00000019799"	"ENSRNOG00000014193"
"ENSRNOT00000064178"	"ENSRNOG00000014193"
"ENSRNOT00000058334"	"ENSRNOG00000026764"
"ENSRNOT00000033633"	"ENSRNOG00000026764"
"ENSRNOT00000096394"	"ENSRNOG00000014787"
"ENSRNOT00000094916"	"ENSRNOG00000014787"
"ENSRNOT00000020090"	"ENSRNOG00000014787"
"ENSRNOT00000083154"	"ENSRNOG00000052287"
"ENSRNOT00000089836"	"ENSRNOG00000052287"
"ENSRNOT00000085100"	"ENSRNOG00000056605"
"ENSRNOT00000109139"	"ENSRNOG00000067457"
"ENSRNOT00000112059"	"ENSRNOG00000066001"
"ENSRNOT00000102651"	"ENSRNOG00000066001"
"ENSRNOT00000112198"	"ENSRNOG00000066001"
"ENSRNOT00000115502"	"ENSRNOG00000066001"
"ENSRNOT00000110689"	"ENSRNOG00000068957"
"ENSRNOT00000106475"	"ENSRNOG00000065383"
"ENSRNOT00000114763"	"ENSRNOG00000064994"
"ENSRNOT00000102428"	"ENSRNOG00000065572"
"ENSRNOT00000058263"	"ENSRNOG00000038276"
"ENSRNOT00000111647"	"ENSRNOG00000066811"
"ENSRNOT00000110770"	"ENSRNOG00000069497"
"ENSRNOT00000058230"	"ENSRNOG00000038251"
"ENSRNOT00000080422"	"ENSRNOG00000051483"
"ENSRNOT00000049028"	"ENSRNOG00000033146"
"ENSRNOT00000073324"	"ENSRNOG00000062534"
"ENSRNOT00000058241"	"ENSRNOG00000021800"
"ENSRNOT00000093819"	"ENSRNOG00000001494"
"ENSRNOT00000103865"	"ENSRNOG00000001494"
"ENSRNOT00000002044"	"ENSRNOG00000001494"
"ENSRNOT00000116376"	"ENSRNOG00000001494"
"ENSRNOT00000047289"	"ENSRNOG00000001492"
"ENSRNOT00000086396"	"ENSRNOG00000001492"
"ENSRNOT00000039538"	"ENSRNOG00000021390"
"ENSRNOT00000068406"	"ENSRNOG00000021390"
"ENSRNOT00000118727"	"ENSRNOG00000021390"
"ENSRNOT00000095107"	"ENSRNOG00000066925"
"ENSRNOT00000101734"	"ENSRNOG00000062473"
"ENSRNOT00000096062"	"ENSRNOG00000062473"
"ENSRNOT00000103346"	"ENSRNOG00000015229"
"ENSRNOT00000020509"	"ENSRNOG00000015229"
"ENSRNOT00000101138"	"ENSRNOG00000015229"
"ENSRNOT00000020609"	"ENSRNOG00000015304"
"ENSRNOT00000105080"	"ENSRNOG00000063636"
"ENSRNOT00000071271"	"ENSRNOG00000046915"
"ENSRNOT00000119694"	"ENSRNOG00000015865"
"ENSRNOT00000094499"	"ENSRNOG00000015865"
"ENSRNOT00000118847"	"ENSRNOG00000015865"
"ENSRNOT00000021310"	"ENSRNOG00000015865"
"ENSRNOT00000021455"	"ENSRNOG00000015948"
"ENSRNOT00000064332"	"ENSRNOG00000015948"
"ENSRNOT00000111666"	"ENSRNOG00000015948"
"ENSRNOT00000089715"	"ENSRNOG00000016145"
"ENSRNOT00000021976"	"ENSRNOG00000016145"
"ENSRNOT00000103486"	"ENSRNOG00000016145"
"ENSRNOT00000022360"	"ENSRNOG00000016434"
"ENSRNOT00000117563"	"ENSRNOG00000016434"
"ENSRNOT00000084601"	"ENSRNOG00000052256"
"ENSRNOT00000119615"	"ENSRNOG00000052256"
"ENSRNOT00000105549"	"ENSRNOG00000016701"
"ENSRNOT00000022441"	"ENSRNOG00000016701"
"ENSRNOT00000090417"	"ENSRNOG00000016701"
"ENSRNOT00000022461"	"ENSRNOG00000016756"
"ENSRNOT00000100532"	"ENSRNOG00000016756"
"ENSRNOT00000022610"	"ENSRNOG00000016863"
"ENSRNOT00000029825"	"ENSRNOG00000027944"
"ENSRNOT00000101155"	"ENSRNOG00000063049"
"ENSRNOT00000029810"	"ENSRNOG00000027936"
"ENSRNOT00000037086"	"ENSRNOG00000062787"
"ENSRNOT00000088925"	"ENSRNOG00000062379"
"ENSRNOT00000088393"	"ENSRNOG00000027607"
"ENSRNOT00000023663"	"ENSRNOG00000027607"
"ENSRNOT00000037132"	"ENSRNOG00000027288"
"ENSRNOT00000024155"	"ENSRNOG00000034000"
"ENSRNOT00000106536"	"ENSRNOG00000034000"
"ENSRNOT00000119968"	"ENSRNOG00000034000"
"ENSRNOT00000107396"	"ENSRNOG00000034000"
"ENSRNOT00000101599"	"ENSRNOG00000034000"
"ENSRNOT00000058040"	"ENSRNOG00000017519"
"ENSRNOT00000023686"	"ENSRNOG00000017620"
"ENSRNOT00000044927"	"ENSRNOG00000042158"
"ENSRNOT00000072039"	"ENSRNOG00000032940"
"ENSRNOT00000083546"	"ENSRNOG00000017699"
"ENSRNOT00000035286"	"ENSRNOG00000017699"
"ENSRNOT00000115190"	"ENSRNOG00000066787"
"ENSRNOT00000034790"	"ENSRNOG00000026891"
"ENSRNOT00000084189"	"ENSRNOG00000051815"
"ENSRNOT00000114262"	"ENSRNOG00000062548"
"ENSRNOT00000083211"	"ENSRNOG00000057645"
"ENSRNOT00000107062"	"ENSRNOG00000067431"
"ENSRNOT00000018233"	"ENSRNOG00000013395"
"ENSRNOT00000057965"	"ENSRNOG00000013847"
"ENSRNOT00000057963"	"ENSRNOG00000038088"
"ENSRNOT00000019069"	"ENSRNOG00000014132"
"ENSRNOT00000019075"	"ENSRNOG00000014252"
"ENSRNOT00000019814"	"ENSRNOG00000014353"
"ENSRNOT00000084985"	"ENSRNOG00000014353"
"ENSRNOT00000094104"	"ENSRNOG00000014353"
"ENSRNOT00000090515"	"ENSRNOG00000061526"
"ENSRNOT00000108144"	"ENSRNOG00000061526"
"ENSRNOT00000071916"	"ENSRNOG00000014984"
"ENSRNOT00000020134"	"ENSRNOG00000014984"
"ENSRNOT00000105612"	"ENSRNOG00000015085"
"ENSRNOT00000020428"	"ENSRNOG00000015085"
"ENSRNOT00000084912"	"ENSRNOG00000060146"
"ENSRNOT00000118710"	"ENSRNOG00000008815"
"ENSRNOT00000012082"	"ENSRNOG00000008815"
"ENSRNOT00000111723"	"ENSRNOG00000008815"
"ENSRNOT00000115550"	"ENSRNOG00000008815"
"ENSRNOT00000119270"	"ENSRNOG00000008815"
"ENSRNOT00000109557"	"ENSRNOG00000015844"
"ENSRNOT00000021221"	"ENSRNOG00000015844"
"ENSRNOT00000041215"	"ENSRNOG00000030127"
"ENSRNOT00000113449"	"ENSRNOG00000030127"
"ENSRNOT00000107022"	"ENSRNOG00000030127"
"ENSRNOT00000111912"	"ENSRNOG00000030127"
"ENSRNOT00000078336"	"ENSRNOG00000030127"
"ENSRNOT00000053688"	"ENSRNOG00000035565"
"ENSRNOT00000115540"	"ENSRNOG00000030127"
"ENSRNOT00000021893"	"ENSRNOG00000016362"
"ENSRNOT00000029552"	"ENSRNOG00000025890"
"ENSRNOT00000096607"	"ENSRNOG00000064373"
"ENSRNOT00000099247"	"ENSRNOG00000064373"
"ENSRNOT00000084949"	"ENSRNOG00000056238"
"ENSRNOT00000022528"	"ENSRNOG00000016603"
"ENSRNOT00000101499"	"ENSRNOG00000016603"
"ENSRNOT00000115756"	"ENSRNOG00000016603"
"ENSRNOT00000104471"	"ENSRNOG00000017839"
"ENSRNOT00000024113"	"ENSRNOG00000017839"
"ENSRNOT00000117664"	"ENSRNOG00000017839"
"ENSRNOT00000047105"	"ENSRNOG00000025350"
"ENSRNOT00000024246"	"ENSRNOG00000017753"
"ENSRNOT00000103852"	"ENSRNOG00000017753"
"ENSRNOT00000102512"	"ENSRNOG00000017753"
"ENSRNOT00000054424"	"ENSRNOG00000036303"
"ENSRNOT00000022895"	"ENSRNOG00000016837"
"ENSRNOT00000110706"	"ENSRNOG00000017448"
"ENSRNOT00000023451"	"ENSRNOG00000017448"
"ENSRNOT00000023652"	"ENSRNOG00000017468"
"ENSRNOT00000106035"	"ENSRNOG00000043378"
"ENSRNOT00000067272"	"ENSRNOG00000043378"
"ENSRNOT00000074579"	"ENSRNOG00000049605"
"ENSRNOT00000026060"	"ENSRNOG00000019260"
"ENSRNOT00000026077"	"ENSRNOG00000029336"
"ENSRNOT00000111936"	"ENSRNOG00000029336"
"ENSRNOT00000087253"	"ENSRNOG00000029022"
"ENSRNOT00000030440"	"ENSRNOG00000029022"
"ENSRNOT00000104250"	"ENSRNOG00000068100"
"ENSRNOT00000078462"	"ENSRNOG00000054609"
"ENSRNOT00000095966"	"ENSRNOG00000064633"
"ENSRNOT00000098218"	"ENSRNOG00000063144"
"ENSRNOT00000105820"	"ENSRNOG00000063144"
"ENSRNOT00000101256"	"ENSRNOG00000063144"
"ENSRNOT00000045504"	"ENSRNOG00000030351"
"ENSRNOT00000026088"	"ENSRNOG00000032625"
"ENSRNOT00000099999"	"ENSRNOG00000032625"
"ENSRNOT00000094997"	"ENSRNOG00000032625"
"ENSRNOT00000109097"	"ENSRNOG00000066146"
"ENSRNOT00000099953"	"ENSRNOG00000066146"
"ENSRNOT00000118346"	"ENSRNOG00000067183"
"ENSRNOT00000118663"	"ENSRNOG00000067183"
"ENSRNOT00000026288"	"ENSRNOG00000019432"
"ENSRNOT00000026489"	"ENSRNOG00000019440"
"ENSRNOT00000077952"	"ENSRNOG00000019440"
"ENSRNOT00000107668"	"ENSRNOG00000019440"
"ENSRNOT00000098055"	"ENSRNOG00000019440"
"ENSRNOT00000026669"	"ENSRNOG00000019596"
"ENSRNOT00000108508"	"ENSRNOG00000037931"
"ENSRNOT00000117518"	"ENSRNOG00000037931"
"ENSRNOT00000074985"	"ENSRNOG00000037931"
"ENSRNOT00000075167"	"ENSRNOG00000037931"
"ENSRNOT00000026793"	"ENSRNOG00000024243"
"ENSRNOT00000088829"	"ENSRNOG00000019802"
"ENSRNOT00000026814"	"ENSRNOG00000019802"
"ENSRNOT00000119508"	"ENSRNOG00000070901"
"ENSRNOT00000096411"	"ENSRNOG00000019915"
"ENSRNOT00000027057"	"ENSRNOG00000019915"
"ENSRNOT00000100887"	"ENSRNOG00000019915"
"ENSRNOT00000027075"	"ENSRNOG00000019982"
"ENSRNOT00000083493"	"ENSRNOG00000055259"
"ENSRNOT00000027100"	"ENSRNOG00000019999"
"ENSRNOT00000105979"	"ENSRNOG00000067391"
"ENSRNOT00000057384"	"ENSRNOG00000046222"
"ENSRNOT00000034553"	"ENSRNOG00000030331"
"ENSRNOT00000057600"	"ENSRNOG00000030331"
"ENSRNOT00000071033"	"ENSRNOG00000020109"
"ENSRNOT00000027242"	"ENSRNOG00000020109"
"ENSRNOT00000027246"	"ENSRNOG00000037897"
"ENSRNOT00000100988"	"ENSRNOG00000037897"
"ENSRNOT00000113827"	"ENSRNOG00000037897"
"ENSRNOT00000027254"	"ENSRNOG00000020125"
"ENSRNOT00000065865"	"ENSRNOG00000020130"
"ENSRNOT00000080143"	"ENSRNOG00000020130"
"ENSRNOT00000080840"	"ENSRNOG00000020130"
"ENSRNOT00000079847"	"ENSRNOG00000055761"
"ENSRNOT00000100383"	"ENSRNOG00000055761"
"ENSRNOT00000109238"	"ENSRNOG00000055761"
"ENSRNOT00000116503"	"ENSRNOG00000055761"
"ENSRNOT00000096464"	"ENSRNOG00000055761"
"ENSRNOT00000110459"	"ENSRNOG00000055761"
"ENSRNOT00000109891"	"ENSRNOG00000067780"
"ENSRNOT00000109842"	"ENSRNOG00000067780"
"ENSRNOT00000100603"	"ENSRNOG00000067780"
"ENSRNOT00000094626"	"ENSRNOG00000069368"
"ENSRNOT00000116356"	"ENSRNOG00000047526"
"ENSRNOT00000071251"	"ENSRNOG00000047526"
"ENSRNOT00000094299"	"ENSRNOG00000047526"
"ENSRNOT00000095358"	"ENSRNOG00000047526"
